descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
Copia la habilidad del Joker a la mano jugada contiene un trío,12,1,3,1,0.9166666666666666,94.3054826022642,True,True,"Counter({'det': 3, 'nsubj': 2, 'case': 2, 'nmod': 2, 'amod': 1, 'ROOT': 1, 'obj': 1})"
Gana 8 si la mano jugada contiene dos pares,9,2,2,1,1.0,64.66007913548508,True,True,"Counter({'ROOT': 1, 'dep': 1, 'mark': 1, 'det': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'nummod': 1, 'obj': 1})"
Multiplicador X1 por cada carta de Corazones y una Escalera,10,0,1,0,1.0,127.49115159180117,False,True,"Counter({'case': 2, 'det': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'cc': 1, 'conj': 1})"
Las cartas jugadas en la baraja en tu mano de póker descartada en cada ronda,15,0,5,2,0.8666666666666667,97.55918899128143,False,True,"Counter({'det': 4, 'case': 4, 'nmod': 4, 'amod': 2, 'ROOT': 1})"
+12 de multiplicador al anotar,5,1,2,0,1.0,83.03049493935694,True,True,"Counter({'ROOT': 2, 'case': 2, 'nmod': 1})"
Todas las cartas de planetas y paquetes celestiales de la mano otorga +13 Mult,14,1,4,1,0.9285714285714286,150.8615391072775,True,True,"Counter({'det': 3, 'case': 2, 'nmod': 2, 'nsubj': 1, 'cc': 1, 'conj': 1, 'amod': 1, 'ROOT': 1, 'obj': 1, 'flat': 1})"
Multiplicador X1 por cada carta de trébol que anote puntos,10,1,3,0,1.0,119.70530314277941,True,True,"Counter({'case': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'det': 1, 'nsubj': 1, 'acl': 1, 'obj': 1})"
Los comodines poco comunes otorgan cada uno un multiplicador de x 1.5,12,1,2,1,1.0,156.30610813892275,True,True,"Counter({'det': 3, 'nsubj': 1, 'advmod': 1, 'amod': 1, 'ROOT': 1, 'obl': 1, 'obj': 1, 'case': 1, 'nmod': 1, 'nummod': 1})"
+100 fichas 5 fichas por cada 5 que tengas en la mano jugada contiene una escalera de color y escaleras simples se pueden formar con 4 cartas,27,4,7,2,0.9259259259259259,119.50580029982093,True,True,"Counter({'case': 4, 'det': 3, 'obl': 3, 'csubj': 2, 'nsubj': 2, 'nummod': 2, 'amod': 2, 'mark': 1, 'ROOT': 1, 'obj': 1, 'nmod': 1, 'cc': 1, 'conj': 1, 'expl:pass': 1, 'aux': 1, 'advcl': 1})"
Hay una probabilidad de que esta carta sea destruida al final de la ronda,14,1,4,0,0.9285714285714286,77.35931599796513,True,True,"Counter({'det': 3, 'mark': 2, 'case': 2, 'obl': 2, 'ROOT': 1, 'obj': 1, 'nsubj': 1, 'aux': 1, 'acl': 1})"
Multiplicador X4 cada 6 manos jugadas,6,0,1,1,1.0,153.95403380226702,False,True,"Counter({'ROOT': 1, 'flat': 1, 'nmod': 1, 'nummod': 1, 'appos': 1, 'amod': 1})"
Las cartas con figuras jugadas otorgan +5 de multiplicador al anotar La carta cambia en cada ronda,17,3,6,1,1.0,93.61061289724552,True,True,"Counter({'case': 4, 'det': 3, 'nmod': 2, 'obj': 2, 'nsubj': 1, 'amod': 1, 'ROOT': 1, 'advcl': 1, 'xcomp': 1, 'obl': 1})"
Las cartas Joker Tarot Planeta y Espectral pueden aparecer varias veces,11,1,2,0,1.0,136.83352634676706,True,True,"Counter({'det': 2, 'flat': 2, 'nsubj': 1, 'appos': 1, 'cc': 1, 'conj': 1, 'aux': 1, 'ROOT': 1, 'obl': 1})"
+100 fichas si la mano de póker descartada en esta ronda,11,1,4,1,1.0,80.8940557853689,True,True,"Counter({'det': 2, 'case': 2, 'nmod': 2, 'ROOT': 1, 'nsubj': 1, 'mark': 1, 'obl': 1, 'amod': 1})"
Genera una copia negativa de 1 entre 2 de crear una etiqueta doble gratuita,14,2,2,3,0.8571428571428571,149.45026246492952,True,True,"Counter({'det': 2, 'obj': 2, 'amod': 2, 'case': 2, 'ROOT': 1, 'nummod': 1, 'compound': 1, 'mark': 1, 'acl': 1, 'appos': 1})"
Otorga +25 fichas por cada carta comodin y consumible al azar,11,1,3,1,1.0,140.61703294267627,True,True,"Counter({'case': 2, 'conj': 2, 'nsubj': 1, 'flat': 1, 'ROOT': 1, 'det': 1, 'obj': 1, 'cc': 1, 'nmod': 1})"
Este comodín obtiene X1 Multi cuando se anotan puntos,9,2,2,0,1.0,100.25620943365746,True,True,"Counter({'nsubj': 3, 'det': 1, 'ROOT': 1, 'flat': 1, 'mark': 1, 'expl:pass': 1, 'advcl': 1})"
Multiplicador de X0.25 por cada mano jugada contiene un color,10,1,2,1,1.0,88.29244631381749,True,True,"Counter({'case': 2, 'det': 2, 'nsubj': 1, 'flat': 1, 'nmod': 1, 'amod': 1, 'ROOT': 1, 'obj': 1})"
Todas las cartas en la mano otorga multi X1.5,9,1,3,0,1.0,124.9140448916629,True,True,"Counter({'det': 3, 'nsubj': 1, 'case': 1, 'nmod': 1, 'ROOT': 1, 'compound': 1, 'obj': 1})"
Reactiva la primera mano de la mano de póker en esta ronda,12,0,4,1,0.75,108.36423996255384,False,True,"Counter({'det': 3, 'case': 3, 'nmod': 3, 'ROOT': 1, 'amod': 1, 'nsubj': 1})"
Duplica todas las habilidades de las cartas se consideran figuras,10,2,3,0,0.9,190.42618448085327,True,True,"Counter({'det': 3, 'obj': 2, 'csubj': 1, 'case': 1, 'nmod': 1, 'expl:pass': 1, 'ROOT': 1})"
Vende esta tarjeta para crear una carta del Tarot si tu mano tiene una carta del Tarot al abrir cualquier paquete de refuerzo,23,4,6,0,0.8260869565217391,143.36105848412393,True,True,"Counter({'det': 5, 'obj': 4, 'case': 4, 'advcl': 3, 'nmod': 3, 'mark': 2, 'ROOT': 1, 'nsubj': 1})"
Si la primera mano de póker más jugada,8,0,2,2,1.0,109.35966532681356,False,True,"Counter({'amod': 2, 'mark': 1, 'det': 1, 'ROOT': 1, 'case': 1, 'nmod': 1, 'advmod': 1})"
+15 Multiplica cuando quedan 0 descartes,6,1,1,0,1.0,182.3568621311008,True,True,"Counter({'ROOT': 1, 'flat': 1, 'mark': 1, 'advcl': 1, 'nummod': 1, 'obj': 1})"
+4 Multiplicador,2,0,0,1,1.0,180.18881421638,False,True,"Counter({'ROOT': 1, 'flat': 1})"
Gana +15 fichas si la mano jugada contiene una Escalera,10,2,2,1,1.0,66.18497022816597,True,True,"Counter({'nsubj': 2, 'det': 2, 'flat': 1, 'ROOT': 1, 'mark': 1, 'amod': 1, 'ccomp': 1, 'obj': 1})"
Si el primer descarte de la carta de Corazones y Diamantes cuentan como el mismo palo Picas y Tréboles cuentan como el mismo palo Picas y Tréboles cuentan como el,30,3,4,1,0.5333333333333333,169.34801591237365,True,True,"Counter({'det': 6, 'conj': 4, 'mark': 3, 'cc': 3, 'obj': 3, 'case': 2, 'nmod': 2, 'appos': 2, 'ROOT': 2, 'amod': 1, 'nsubj': 1, 'advcl': 1})"
Este comodín gana X0.25 Mult cada vez que se ha jugado la mano jugada contiene una carta del Tarot al abrir cualquier paquete potenciador,24,4,5,2,1.0,91.32831674872645,True,True,"Counter({'det': 5, 'nsubj': 3, 'obj': 3, 'obl': 2, 'case': 2, 'ROOT': 1, 'flat': 1, 'expl:pass': 1, 'aux': 1, 'acl': 1, 'amod': 1, 'ccomp': 1, 'nmod': 1, 'advcl': 1})"
Cada categoría jugado de palo descartada el palo de corazones den un multiplicador de x 1.5,16,1,5,2,0.8125,139.85138244293074,True,True,"Counter({'det': 3, 'case': 3, 'amod': 2, 'obj': 2, 'nmod': 2, 'nsubj': 1, 'obl': 1, 'ROOT': 1, 'nummod': 1})"
Cada As 2 3 4 o menos cartas,8,0,1,0,1.0,162.16066745493652,False,True,"Counter({'nummod': 3, 'det': 1, 'nmod': 1, 'cc': 1, 'conj': 1, 'ROOT': 1})"
Este comodín gana +3 de multiplicador al ser anotados,9,2,3,0,1.0,76.878567639893,True,True,"Counter({'case': 2, 'det': 1, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'nmod': 1, 'aux': 1, 'advcl': 1})"
Multiplicador de 2 rondas vende esta carta sea destruida al final de la ronda,14,2,4,0,0.9285714285714286,84.19425568250674,True,True,"Counter({'case': 3, 'nmod': 2, 'det': 2, 'nsubj': 1, 'nummod': 1, 'ROOT': 1, 'obj': 1, 'aux': 1, 'conj': 1, 'obl': 1})"
Multiplica por 2 si la mano final de la ronda,10,0,3,1,0.9,59.46949121277813,False,True,"Counter({'ROOT': 2, 'case': 2, 'det': 2, 'nummod': 1, 'mark': 1, 'amod': 1, 'nmod': 1})"
Gana 8 si la mano jugada contiene una Escalera,9,2,1,1,1.0,68.5262796278988,True,True,"Counter({'det': 2, 'ROOT': 1, 'dep': 1, 'mark': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'obj': 1})"
X3 Mult 1 entre 2 de 3 2 de que esta carta para duplicar un comodín aleatorio,17,1,2,1,0.8823529411764706,157.3328793076985,True,True,"Counter({'nummod': 3, 'ROOT': 2, 'case': 2, 'det': 2, 'flat': 1, 'appos': 1, 'fixed': 1, 'dep': 1, 'mark': 1, 'acl': 1, 'obj': 1, 'amod': 1})"
Las cartas jugadas con el palo cambia en cada ronda,10,1,3,1,1.0,57.09824150741484,True,True,"Counter({'det': 3, 'case': 2, 'nsubj': 1, 'amod': 1, 'nmod': 1, 'ROOT': 1, 'obl': 1})"
Hay una probabilidad de 1 entre 2 de crear una carta de Diamantes una carta de Picas,17,1,3,0,0.6470588235294118,104.09171843397446,True,True,"Counter({'case': 4, 'det': 3, 'obj': 3, 'nmod': 2, 'ROOT': 1, 'nummod': 1, 'compound': 1, 'mark': 1, 'acl': 1})"
+2 fichas por cada jota descartada en esta ronda,9,0,3,2,1.0,118.93811760738346,False,True,"Counter({'case': 2, 'det': 2, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'amod': 1, 'obl': 1})"
Multiplicador de 3,3,0,0,0,1.0,92.91229427158406,False,True,"Counter({'ROOT': 1, 'case': 1, 'nummod': 1})"
Multiplicador de 3 si la mano jugada contiene una escalera de color y escaleras simples se pueden formar con 4 cartas,21,2,5,2,0.9523809523809523,102.4827092946589,True,True,"Counter({'case': 3, 'nsubj': 2, 'nummod': 2, 'det': 2, 'amod': 2, 'mark': 1, 'advcl': 1, 'obj': 1, 'nmod': 1, 'cc': 1, 'conj': 1, 'expl:pass': 1, 'aux': 1, 'ROOT': 1, 'obl': 1})"
Cada carta con figura en tu mano de póker más jugada,11,0,4,1,1.0,125.9308996213907,False,True,"Counter({'case': 3, 'nmod': 3, 'det': 2, 'ROOT': 1, 'advmod': 1, 'amod': 1})"
Si la mano jugada contiene un trío,7,1,2,1,1.0,62.15704192424478,True,True,"Counter({'det': 2, 'mark': 1, 'nsubj': 1, 'amod': 1, 'ROOT': 1, 'obj': 1})"
Las cartas jugadas del palo de diamantes,7,0,3,1,1.0,92.3754040751859,False,True,"Counter({'case': 2, 'nmod': 2, 'det': 1, 'ROOT': 1, 'amod': 1})"
Las cartas jugadas del palo de corazones den un multiplicador de x 1.5,13,1,4,1,0.9230769230769231,109.32857099799641,True,True,"Counter({'case': 3, 'nmod': 3, 'det': 2, 'nsubj': 1, 'amod': 1, 'ROOT': 1, 'obj': 1, 'nummod': 1})"
+100 fichas si la mano jugada contiene una escalera,9,2,3,1,1.0,54.53298455756562,True,True,"Counter({'nsubj': 2, 'det': 2, 'ROOT': 1, 'mark': 1, 'amod': 1, 'advcl': 1, 'obj': 1})"
+100 fichas 5 fichas por cada carta de Piedra en tu mazo completo,13,1,4,1,0.9230769230769231,117.63583059441709,True,True,"Counter({'case': 3, 'nsubj': 2, 'det': 2, 'obl': 2, 'ROOT': 1, 'nummod': 1, 'nmod': 1, 'amod': 1})"
Este Joker obtiene +2 Mult por cada espacio vacío de Joker Plantilla de Joker incluida,15,2,1,1,0.8,144.05098569835036,True,True,"Counter({'case': 3, 'det': 2, 'obj': 2, 'flat': 2, 'nmod': 2, 'nsubj': 1, 'ROOT': 1, 'obl': 1, 'amod': 1})"
Multiplicador X4 cada 6 manos jugadas,6,0,1,1,1.0,153.95403380226702,False,True,"Counter({'ROOT': 1, 'flat': 1, 'nmod': 1, 'nummod': 1, 'appos': 1, 'amod': 1})"
Gana 1 al final de la ronda,7,1,2,0,1.0,46.49600837198227,True,True,"Counter({'case': 2, 'nmod': 2, 'ROOT': 1, 'nsubj': 1, 'det': 1})"
Reactiva cada vez que se agrega una carta de palo descartada el palo de diamantes,15,2,5,1,0.8666666666666667,128.5412275967069,True,True,"Counter({'det': 3, 'nmod': 3, 'case': 2, 'ROOT': 1, 'obl': 1, 'expl:pass': 1, 'acl': 1, 'nsubj': 1, 'amod': 1, 'obj': 1})"
Todas las cartas jugadas con categoría impar dan +31 fichas al anotar,12,3,3,1,1.0,101.27404316838444,True,True,"Counter({'det': 2, 'amod': 2, 'case': 2, 'obj': 2, 'nsubj': 1, 'obl': 1, 'ROOT': 1, 'advcl': 1})"
Cada carta jugada cuenta para la puntuación,7,1,2,1,1.0,139.18513338663675,True,True,"Counter({'det': 2, 'nsubj': 1, 'amod': 1, 'ROOT': 1, 'case': 1, 'obj': 1})"
Reactiva todas las cartas jugadas con el palo cambia en cada ronda,12,1,3,2,1.0,79.68165819815577,True,True,"Counter({'det': 4, 'case': 2, 'ROOT': 1, 'nsubj': 1, 'amod': 1, 'nmod': 1, 'acl': 1, 'obl': 1})"
+1 descarte cada ronda,4,1,2,0,1.0,128.18056398165044,True,True,"Counter({'nsubj': 1, 'ROOT': 1, 'det': 1, 'obj': 1})"
Si la mano de la ronda,6,0,2,0,0.8333333333333334,70.03007413729112,False,True,"Counter({'det': 2, 'mark': 1, 'ROOT': 1, 'case': 1, 'nmod': 1})"
1 entre 2 de que las cartas jugadas con el palo de tréboles dan +3 de multiplicador al anotar La carta cambia en cada ronda,25,3,7,1,0.92,95.43193102276543,True,True,"Counter({'case': 7, 'det': 4, 'nsubj': 2, 'mark': 2, 'nmod': 2, 'obj': 2, 'compound': 1, 'amod': 1, 'acl': 1, 'advcl': 1, 'ROOT': 1, 'obl': 1})"
Agrega una carta de Tréboles una carta Planeta,8,1,2,0,0.75,144.97710392193662,True,True,"Counter({'det': 2, 'ROOT': 1, 'nsubj': 1, 'case': 1, 'nmod': 1, 'obj': 1, 'appos': 1})"
Este comodín gana +1 multiplicador por cada mano jugada contiene un par,12,3,4,1,1.0,76.02163725477862,True,True,"Counter({'det': 3, 'obj': 2, 'amod': 2, 'nsubj': 1, 'ROOT': 1, 'case': 1, 'obl': 1, 'ccomp': 1})"
+3 descartes por ronda,4,0,2,1,1.0,181.9007989791988,False,True,"Counter({'det': 1, 'ROOT': 1, 'case': 1, 'nmod': 1})"
Este comodín gana X0.2 Mult por cada carta de juego a tu mazo completo,14,1,4,1,1.0,87.69578653964184,True,True,"Counter({'det': 3, 'case': 3, 'nsubj': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'obl': 1, 'amod': 1})"
Hay una probabilidad de 1 entre 2 de crear una etiqueta doble gratuita,13,1,2,2,0.8461538461538461,115.17870603734669,True,True,"Counter({'obj': 3, 'det': 2, 'case': 2, 'ROOT': 1, 'nummod': 1, 'compound': 1, 'mark': 1, 'acl': 1, 'amod': 1})"
+20 Multiplicador si la mano jugada contiene dos pares,9,2,2,1,1.0,65.49746541742047,True,True,"Counter({'obj': 2, 'ROOT': 1, 'mark': 1, 'det': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'nummod': 1})"
+15 Multiplica cuando quedan 0 descartes,6,1,1,0,1.0,182.3568621311008,True,True,"Counter({'ROOT': 1, 'flat': 1, 'mark': 1, 'advcl': 1, 'nummod': 1, 'obj': 1})"
Multiplicador de 3 2 de crear una carta Planeta,9,1,1,0,0.8888888888888888,140.85645235853346,True,True,"Counter({'ROOT': 1, 'case': 1, 'nummod': 1, 'flat': 1, 'mark': 1, 'acl': 1, 'det': 1, 'obj': 1, 'appos': 1})"
Todas las cartas jugadas con el palo de tréboles dan +3 de multiplicador cuando se omite cualquier paquete de refuerzo,20,2,7,1,0.9,102.91556981273888,True,True,"Counter({'det': 4, 'case': 4, 'nmod': 4, 'nsubj': 2, 'amod': 1, 'ROOT': 1, 'obj': 1, 'mark': 1, 'expl:pv': 1, 'advcl': 1})"
Hay una probabilidad de 1 entre 2 de que esta carta para duplicar un comodín aleatorio,16,1,3,1,0.9375,119.39137518281773,True,True,"Counter({'det': 3, 'ROOT': 2, 'obj': 2, 'case': 2, 'nummod': 1, 'compound': 1, 'fixed': 1, 'dep': 1, 'mark': 1, 'acl': 1, 'amod': 1})"
Cuando comience la ronda,4,1,1,0,1.0,109.95147303275363,True,True,"Counter({'mark': 1, 'ROOT': 1, 'det': 1, 'obj': 1})"
Reactivar todas las cartas se consideran figuras,7,2,2,0,1.0,147.85478881193848,True,True,"Counter({'det': 2, 'obj': 2, 'csubj': 1, 'expl:pass': 1, 'ROOT': 1})"
Las cartas Joker Tarot Planeta y Espectral pueden aparecer varias veces,11,1,2,0,1.0,136.83352634676706,True,True,"Counter({'det': 2, 'flat': 2, 'nsubj': 1, 'appos': 1, 'cc': 1, 'conj': 1, 'aux': 1, 'ROOT': 1, 'obl': 1})"
Multiplicador X3 en la baraja en tu mano de póker descartada en esta ronda,14,0,4,1,0.8571428571428571,125.39424256812654,False,True,"Counter({'case': 4, 'nmod': 4, 'det': 3, 'ROOT': 1, 'flat': 1, 'amod': 1})"
