descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
X3 Mult if played hand contains a Flush,8,2,2,0,1.0,39.586622802108685,True,True,"Counter({'compound': 1, 'npadvmod': 1, 'mark': 1, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'dobj': 1})"
+2 hand size 1 hand per round,7,0,4,1,0.8571428571428571,141.75626377220001,False,True,"Counter({'amod': 1, 'compound': 1, 'ROOT': 1, 'nummod': 1, 'npadvmod': 1, 'prep': 1, 'pobj': 1})"
X4 Mult every 6 hands played 5 remaining,8,2,1,0,1.0,144.38323734255152,True,True,"Counter({'compound': 1, 'nsubj': 1, 'det': 1, 'nummod': 1, 'appos': 1, 'ROOT': 1, 'dobj': 1, 'xcomp': 1})"
All played face cards become Gold cards when scored,9,3,3,1,0.8888888888888888,143.60605918089757,True,True,"Counter({'compound': 2, 'det': 1, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'attr': 1, 'advmod': 1, 'advcl': 1})"
Played face cards give +30 Chips when scored,8,3,3,0,1.0,95.83783366065761,True,True,"Counter({'compound': 2, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+3 Mult for each Steel Card in your full deck,10,0,1,1,1.0,121.67217554737068,False,True,"Counter({'compound': 2, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'poss': 1, 'amod': 1})"
+4 Mult for each Blind skipped this run,8,1,1,0,1.0,144.64690871672204,True,True,"Counter({'det': 2, 'compound': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1})"
+1 discard each round,4,1,1,0,1.0,136.4839065186888,True,True,"Counter({'nsubj': 1, 'ROOT': 1, 'det': 1, 'dobj': 1})"
Retrigger all card held in hand to Mult,8,2,2,0,1.0,115.50320974551055,True,True,"Counter({'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'dobj': 1, 'acl': 1})"
+5 hand size reduces by 1 each round,8,1,2,1,1.0,157.8807296934052,True,True,"Counter({'amod': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1, 'det': 1, 'npadvmod': 1})"
When round begins add a random playing card with a random seal to your hand,15,2,4,3,0.8666666666666667,144.6770430760531,True,True,"Counter({'det': 2, 'amod': 2, 'prep': 2, 'pobj': 2, 'advmod': 1, 'nsubj': 1, 'advcl': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'poss': 1})"
Doubles all listed probabilities ex 1 in 3 2 in 3,11,1,2,0,0.8181818181818182,156.13169715879246,True,True,"Counter({'appos': 2, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'amod': 1, 'nummod': 1, 'compound': 1})"
+3 Mult for each Steel Card in your full deck,10,0,1,1,1.0,121.67217554737068,False,True,"Counter({'compound': 2, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'poss': 1, 'amod': 1})"
+1 Mult per consecutive hand played without a scoring face card,11,1,4,1,1.0,122.50473793848397,True,True,"Counter({'prep': 2, 'amod': 2, 'pobj': 2, 'aux': 1, 'dobj': 1, 'ROOT': 1, 'det': 1, 'compound': 1})"
Each played 10 or 4 gives +10 Chips and +4 Mult when scored,13,3,1,0,1.0,104.23132828350487,True,True,"Counter({'conj': 3, 'dobj': 2, 'cc': 2, 'compound': 2, 'nsubj': 1, 'ROOT': 1, 'advmod': 1, 'advcl': 1})"
Played cards with Spade suit icon Spade suit give +50 Chips when scored,13,4,5,0,0.8461538461538461,85.92914575929325,True,True,"Counter({'compound': 4, 'amod': 2, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+1 Mult per Tarot card used this run,8,1,2,0,1.0,119.43314059512748,True,True,"Counter({'dobj': 2, 'nsubj': 1, 'prep': 1, 'compound': 1, 'pobj': 1, 'ROOT': 1, 'det': 1})"
This Joker gains +2 Mult per reroll in the shop are free,12,1,3,1,1.0,89.24400153429059,True,True,"Counter({'det': 2, 'compound': 2, 'prep': 2, 'pobj': 2, 'nsubj': 1, 'dobj': 1, 'ROOT': 1, 'acomp': 1})"
When Blind is selected gain +3 Hands and lose all discards,11,2,2,0,1.0,116.26985005318514,True,True,"Counter({'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'amod': 1, 'ROOT': 1, 'compound': 1, 'appos': 1, 'cc': 1, 'conj': 1, 'det': 1, 'dobj': 1})"
+10 Mult if played hand contains a Three of a Kind,11,3,2,0,0.9090909090909091,60.13264491587903,True,True,"Counter({'dobj': 3, 'det': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
This Joker gains X0.5 Mult for every Jack discarded this round,11,2,2,0,0.9090909090909091,91.36384832605553,True,True,"Counter({'det': 3, 'dobj': 2, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'prep': 1, 'pobj': 1, 'advcl': 1})"
Create a Tarot card when scored,6,2,1,0,1.0,98.01472556480775,True,True,"Counter({'ROOT': 1, 'det': 1, 'compound': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Played cards with Diamond suit icon Diamond suit earn 1 when scored,12,3,4,0,0.8333333333333334,89.42476807202385,True,True,"Counter({'compound': 4, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Played cards with Diamond suit icon Diamond suit earn 1 when scored,12,3,4,0,0.8333333333333334,89.42476807202385,True,True,"Counter({'compound': 4, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Add 1 of sell value to every Joker and Consumable card at end of round,15,1,5,1,0.9333333333333333,127.13486244771407,True,True,"Counter({'prep': 4, 'pobj': 4, 'ROOT': 1, 'dobj': 1, 'compound': 1, 'det': 1, 'nmod': 1, 'cc': 1, 'conj': 1})"
This Joker gains X0.1 Mult per scoring Enhanced card played removes card Enhancement,13,5,3,0,0.9230769230769231,92.63830978704627,True,True,"Counter({'dobj': 4, 'det': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'prep': 1, 'pcomp': 1, 'amod': 1, 'acl': 1, 'advcl': 1})"
This Joker gains +4 Chips if played hand contains a Four of a Kind,14,3,2,0,0.9285714285714286,65.25937623034736,True,True,"Counter({'det': 3, 'compound': 3, 'dobj': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
This Joker gains X0.25 Mult for each card sold resets when Boss Blind is defeated,15,3,2,0,1.0,83.89600643978912,True,True,"Counter({'det': 2, 'compound': 2, 'dobj': 2, 'advcl': 2, 'nsubj': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1})"
Create a Tarot card when Blind is selected,8,2,1,0,1.0,98.81429004602727,True,True,"Counter({'ROOT': 1, 'det': 1, 'compound': 1, 'dobj': 1, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1})"
+1 hand size,3,0,2,1,1.0,133.07839946128195,False,True,"Counter({'amod': 1, 'compound': 1, 'ROOT': 1})"
Played cards with Diamond suit icon Diamond suit give +3 Mult when scored,13,3,4,0,0.8461538461538461,67.1117034454581,True,True,"Counter({'compound': 5, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Retrigger all card held in hand abilities,7,2,3,0,1.0,111.69820430854931,True,True,"Counter({'ROOT': 1, 'det': 1, 'dobj': 1, 'acl': 1, 'prep': 1, 'compound': 1, 'pobj': 1})"
Earn an extra 1 of interest for every 5 you have,11,2,1,1,1.0,127.01860979659318,True,True,"Counter({'det': 2, 'prep': 2, 'pobj': 2, 'advcl': 1, 'amod': 1, 'dobj': 1, 'nsubj': 1, 'ROOT': 1})"
When Blind is selected destroy Joker to the right,9,2,1,0,1.0,110.38465737074347,True,True,"Counter({'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1, 'ROOT': 1, 'dobj': 1, 'prep': 1, 'det': 1, 'pobj': 1})"
Sell this card to Duplicate a random Joker Currently 0 2 Removes Negative from copy,15,1,2,1,1.0,140.08054375363386,True,True,"Counter({'dobj': 3, 'det': 2, 'compound': 2, 'ROOT': 1, 'aux': 1, 'advcl': 1, 'amod': 1, 'advmod': 1, 'npadvmod': 1, 'prep': 1, 'pobj': 1})"
Each played 10 or 4 gives +10 Chips and +4 Mult when scored,13,3,1,0,1.0,104.23132828350487,True,True,"Counter({'conj': 3, 'dobj': 2, 'cc': 2, 'compound': 2, 'nsubj': 1, 'ROOT': 1, 'advmod': 1, 'advcl': 1})"
Uncommon Jokers each give X1.5 Mult,6,1,0,0,1.0,159.9791616160834,True,True,"Counter({'compound': 2, 'nsubj': 2, 'ROOT': 1, 'dobj': 1})"
+4 Mult for each Joker card,6,0,1,0,1.0,142.88133593832677,False,True,"Counter({'compound': 2, 'ROOT': 1, 'prep': 1, 'det': 1, 'pobj': 1})"
Disables effect of every Boss Blind,6,0,3,1,1.0,159.90362842236289,False,True,"Counter({'ROOT': 1, 'dobj': 1, 'prep': 1, 'det': 1, 'compound': 1, 'pobj': 1})"
+15 Mult when 0 discards remaining,6,1,1,0,1.0,142.54655506376085,True,True,"Counter({'compound': 1, 'dep': 1, 'advmod': 1, 'nummod': 1, 'ROOT': 1, 'acl': 1})"
Earn 4 if poker hand contains an Ace and a Straight,11,1,4,0,1.0,127.05349067643037,True,True,"Counter({'det': 2, 'dep': 1, 'nummod': 1, 'mark': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'cc': 1, 'conj': 1})"
Earn 5 if 3 or more face cards are discarded at the same time,14,1,4,2,1.0,135.03217595711385,True,True,"Counter({'nummod': 2, 'ROOT': 1, 'mark': 1, 'cc': 1, 'conj': 1, 'compound': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1, 'prep': 1, 'det': 1, 'amod': 1, 'pobj': 1})"
Played cards with Diamond suit icon Diamond suit give +3 Mult when scored,13,3,4,0,0.8461538461538461,67.1117034454581,True,True,"Counter({'compound': 5, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
This Joker gains +4 Chips if played hand contains a Straight,11,3,2,0,1.0,49.022758326482915,True,True,"Counter({'compound': 3, 'det': 2, 'dobj': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1})"
+4 Mult for each Blind skipped this run,8,1,1,0,1.0,144.64690871672204,True,True,"Counter({'det': 2, 'compound': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1})"
Adds the sell value of all other owned Jokers to Mult,11,2,2,1,1.0,140.00144667390734,True,True,"Counter({'det': 2, 'prep': 2, 'amod': 2, 'pobj': 2, 'ROOT': 1, 'compound': 1, 'dobj': 1})"
+250 Chips 2 hand size,5,0,2,0,1.0,161.43779375950268,False,True,"Counter({'dep': 1, 'nmod': 1, 'nummod': 1, 'compound': 1, 'ROOT': 1})"
X2 Mult if played hand contains a Flush,8,2,2,0,1.0,47.81328277758745,True,True,"Counter({'nsubj': 2, 'compound': 1, 'mark': 1, 'amod': 1, 'ROOT': 1, 'det': 1, 'dobj': 1})"
Played face cards give +5 Mult when scored,8,3,2,0,1.0,84.40550118237633,True,True,"Counter({'amod': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'dative': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+80 Chips if played hand contains a Flush,8,2,3,0,1.0,60.49762408083188,True,True,"Counter({'dobj': 2, 'compound': 1, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1, 'det': 1})"
Each played Ace 2 3 5 or 8 gives +8 Mult when scored 10 8 6 5 3,18,3,0,0,0.8333333333333334,137.18264202879868,True,True,"Counter({'npadvmod': 4, 'compound': 2, 'dobj': 2, 'conj': 2, 'nsubj': 1, 'ROOT': 1, 'dative': 1, 'quantmod': 1, 'cc': 1, 'advmod': 1, 'advcl': 1, 'punct': 1})"
Adds double the rank of lowest ranked card held in hand are Spade suit icon Spade suit give +3 Mult when scored,22,5,6,1,0.9090909090909091,111.77701086002361,True,True,"Counter({'compound': 5, 'amod': 3, 'advcl': 2, 'dobj': 2, 'prep': 2, 'pobj': 2, 'det': 1, 'acl': 1, 'aux': 1, 'nsubj': 1, 'ROOT': 1, 'advmod': 1})"
Every played card counts in scoring,6,2,2,0,1.0,134.58787307549883,True,True,"Counter({'det': 1, 'amod': 1, 'compound': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
+2 Chips for each 1 you have,7,1,2,0,1.0,122.012287502818,True,True,"Counter({'compound': 1, 'ROOT': 1, 'prep': 1, 'det': 1, 'pobj': 1, 'nsubj': 1, 'relcl': 1})"
Each played Ace 2 3 5 or 8 gives +8 Mult when scored Card changes every round,17,4,1,0,1.0,131.32255966270444,True,True,"Counter({'dobj': 4, 'nsubj': 2, 'compound': 2, 'conj': 2, 'ROOT': 1, 'dative': 1, 'quantmod': 1, 'cc': 1, 'advmod': 1, 'advcl': 1, 'det': 1})"
Retrigger all played face cards,5,2,2,0,1.0,105.69098493191879,True,True,"Counter({'ROOT': 1, 'dep': 1, 'amod': 1, 'compound': 1, 'dobj': 1})"
Earn 1 at end of round,6,0,2,0,1.0,61.12225580163224,False,True,"Counter({'prep': 2, 'pobj': 2, 'ROOT': 1, 'nummod': 1})"
All played face cards,4,1,2,0,1.0,136.57417373157267,True,True,"Counter({'det': 1, 'amod': 1, 'compound': 1, 'ROOT': 1})"
+10 Mult if played hand has a 1 in 2 chance for played cards with Heart suit icon Heart suit to give X1.5 Mult,24,5,6,0,0.8333333333333334,117.12898181275392,True,True,"Counter({'compound': 5, 'dobj': 3, 'quantmod': 3, 'amod': 2, 'advcl': 2, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'mark': 1, 'nsubj': 1, 'nummod': 1, 'aux': 1})"
Copies the ability of leftmost Joker,6,0,3,0,1.0,150.9758635471363,False,True,"Counter({'ROOT': 1, 'det': 1, 'dobj': 1, 'prep': 1, 'compound': 1, 'pobj': 1})"
Played cards with Heart suit icon Heart suit give +3 Mult when scored,13,3,4,0,0.8461538461538461,69.0837985989011,True,True,"Counter({'compound': 5, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
This Joker gains X0.1 Mult every time a Lucky card successfully triggers,12,2,3,1,1.0,84.67466084040322,True,True,"Counter({'det': 3, 'nsubj': 2, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'npadvmod': 1, 'amod': 1, 'advmod': 1, 'relcl': 1})"
This Joker gains X0.1 Mult per scoring Enhanced card played removes card Enhancement,13,5,3,0,0.9230769230769231,92.63830978704627,True,True,"Counter({'dobj': 4, 'det': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'prep': 1, 'pcomp': 1, 'amod': 1, 'acl': 1, 'advcl': 1})"
This Joker gains +2 Mult if played hand contains a Pair,11,3,2,0,1.0,45.48638728042188,True,True,"Counter({'dobj': 3, 'det': 2, 'compound': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1})"
Played cards with Diamond suit icon Diamond suit give +3 Mult when any Booster Pack is opened,17,3,4,0,0.8823529411764706,89.51793763323191,True,True,"Counter({'compound': 6, 'amod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'det': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1})"
Adds double the rank of lowest ranked card held in hand gives +13 Mult,14,4,3,1,1.0,135.92498069811094,True,True,"Counter({'amod': 3, 'dobj': 2, 'prep': 2, 'pobj': 2, 'ROOT': 1, 'det': 1, 'acl': 1, 'ccomp': 1, 'compound': 1})"
When Blind is selected destroy Joker to the right and permanently add double its sell value to it s Mult,20,4,3,1,0.95,130.09209764480542,True,True,"Counter({'dobj': 3, 'advmod': 2, 'prep': 2, 'pobj': 2, 'conj': 2, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1, 'ROOT': 1, 'det': 1, 'cc': 1, 'amod': 1, 'poss': 1, 'compound': 1})"
Adds the sell value of all other owned Jokers to Mult,11,2,2,1,1.0,140.00144667390734,True,True,"Counter({'det': 2, 'prep': 2, 'amod': 2, 'pobj': 2, 'ROOT': 1, 'compound': 1, 'dobj': 1})"
X2 Mult if played hand contains a Straight,8,2,2,0,1.0,45.51677433268801,True,True,"Counter({'nsubj': 2, 'compound': 1, 'mark': 1, 'amod': 1, 'ROOT': 1, 'det': 1, 'dobj': 1})"
+10 Mult if played hand triggers the Boss Blind ability,10,3,3,1,1.0,114.42936911796116,True,True,"Counter({'dobj': 3, 'compound': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1, 'det': 1})"
If first hand of round,5,0,2,1,1.0,101.30110320175739,False,True,"Counter({'mark': 1, 'amod': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
X2 Mult loses X0.01 Mult per card discarded,8,2,1,0,0.875,129.0779290502813,True,True,"Counter({'compound': 2, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'prep': 1, 'pobj': 1, 'ccomp': 1})"
Adds double the rank of lowest ranked card held in hand to Mult,13,3,3,1,1.0,138.83916324030704,True,True,"Counter({'amod': 3, 'prep': 3, 'pobj': 3, 'ROOT': 1, 'det': 1, 'dobj': 1, 'acl': 1})"
Create a Tarot card when any Booster Pack is skipped,10,2,1,0,1.0,106.63888667071058,True,True,"Counter({'det': 2, 'compound': 2, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1})"
This Joker gains +1 Mult per Tarot card used this run,11,2,2,0,0.9090909090909091,85.44076376336132,True,True,"Counter({'compound': 3, 'det': 2, 'nsubj': 1, 'appos': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1})"
+4 Mult for each Blind skipped this run,8,1,1,0,1.0,144.64690871672204,True,True,"Counter({'det': 2, 'compound': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1})"
Retrigger all cards played for the next 10 hands,9,2,2,1,1.0,126.86316287863066,True,True,"Counter({'det': 2, 'ROOT': 1, 'dobj': 1, 'acl': 1, 'prep': 1, 'amod': 1, 'nummod': 1, 'pobj': 1})"
Hearts and Diamonds counts as the same suit Spades and Clubs count as the same suit Spades and Clubs count as the same suit Spades and Clubs count as the,30,3,5,3,0.36666666666666664,150.5021664319059,True,True,"Counter({'conj': 5, 'nsubj': 4, 'cc': 4, 'det': 3, 'amod': 3, 'appos': 3, 'prep': 2, 'mark': 2, 'advcl': 2, 'ROOT': 1, 'pobj': 1})"
Every played card permanently gains +5 Chips when scored A 9 7 5 3,14,3,1,0,1.0,143.2001036364076,True,True,"Counter({'advmod': 2, 'dobj': 2, 'nummod': 2, 'det': 1, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'advcl': 1, 'nmod': 1, 'prep': 1})"
Played Kings and Queens each give X2 Mult when scored,10,3,1,0,1.0,103.5816180589147,True,True,"Counter({'amod': 1, 'nsubj': 1, 'cc': 1, 'conj': 1, 'dep': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+1 hand size,3,0,2,1,1.0,133.07839946128195,False,True,"Counter({'amod': 1, 'compound': 1, 'ROOT': 1})"
Sell this card to create a free Double Tag,9,2,1,1,1.0,133.95577377669986,True,True,"Counter({'det': 2, 'dobj': 2, 'amod': 2, 'ROOT': 1, 'aux': 1, 'advcl': 1})"
X3 Mult if poker hand contains an Ace and a Straight,11,1,3,0,1.0,106.46833332506907,True,True,"Counter({'compound': 2, 'det': 2, 'npadvmod': 1, 'mark': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'cc': 1, 'conj': 1})"
Adds the number of times poker hand has been played this round,12,2,5,0,1.0,140.8899101721209,True,True,"Counter({'det': 2, 'compound': 2, 'ROOT': 1, 'nsubjpass': 1, 'prep': 1, 'pobj': 1, 'aux': 1, 'auxpass': 1, 'ccomp': 1, 'oprd': 1})"
Each Queen held in hand gives X1.5 Mult,8,2,1,0,1.0,129.99558588469748,True,True,"Counter({'det': 1, 'nsubj': 1, 'acl': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1})"
X3 Mult if all cards held in hand has a scoring Club suit icon Clubs,15,2,5,0,1.0,119.316398988756,True,True,"Counter({'compound': 4, 'det': 2, 'npadvmod': 1, 'mark': 1, 'nsubj': 1, 'acl': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'amod': 1, 'dobj': 1})"
This Joker gains +2 Mult if played hand has a scoring Club suit icon Clubs,15,3,4,0,1.0,85.6686419686904,True,True,"Counter({'compound': 5, 'det': 2, 'dobj': 2, 'amod': 2, 'ROOT': 1, 'mark': 1, 'nsubj': 1, 'advcl': 1})"
This Joker gains +4 Chips if played hand contains a Flush,11,3,2,0,1.0,50.866347972586794,True,True,"Counter({'compound': 3, 'det': 2, 'dobj': 2, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1})"
