descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
Gives X0.2 Mult,3,1,1,0,1.0,96.30863420758936,True,True,"Counter({'ROOT': 1, 'compound': 1, 'dobj': 1})"
Played Aces give +7 Mult if played rank rank rank ex 10 8 gives X2 Mult when each played without a Three of round is a Straight,27,4,4,0,0.7777777777777778,83.52653775328723,True,True,"Counter({'compound': 4, 'dobj': 3, 'nsubj': 2, 'advcl': 2, 'nummod': 2, 'prep': 2, 'det': 2, 'pobj': 2, 'ROOT': 1, 'dative': 1, 'mark': 1, 'npadvmod': 1, 'ccomp': 1, 'advmod': 1, 'conj': 1, 'attr': 1})"
Played cards with Heart card and Clubs,7,1,3,0,1.0,76.80392941697423,True,True,"Counter({'amod': 1, 'ROOT': 1, 'prep': 1, 'compound': 1, 'pobj': 1, 'cc': 1, 'conj': 1})"
Earn 4 if poker hand contains a Kind,8,1,4,0,1.0,49.85746189395049,True,True,"Counter({'dep': 1, 'nummod': 1, 'mark': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'dobj': 1})"
+2 Mult,2,0,0,0,1.0,63.7361032889919,False,True,"Counter({'compound': 1, 'ROOT': 1})"
Earn 5 Chips for each Blind,6,1,0,1,1.0,75.31612870578691,True,True,"Counter({'nmod': 1, 'nummod': 1, 'ROOT': 1, 'prep': 1, 'det': 1, 'pobj': 1})"
Each Queen held in final hand has already been played cards with Heart suit earn 4 cards with Spade suit icon Spades or 4 gives +10 Chips if poker hand,30,4,9,1,0.8333333333333334,89.43157239484107,True,True,"Counter({'compound': 6, 'prep': 3, 'pobj': 3, 'dobj': 3, 'nsubj': 2, 'det': 1, 'csubjpass': 1, 'amod': 1, 'aux': 1, 'advmod': 1, 'auxpass': 1, 'ROOT': 1, 'dep': 1, 'nummod': 1, 'cc': 1, 'conj': 1, 'mark': 1, 'advcl': 1})"
Copies ability,2,0,2,0,1.0,151.27616376835184,False,True,"Counter({'compound': 1, 'ROOT': 1})"
1 you have a 1 when scored,7,2,0,0,0.8571428571428571,67.56861995989517,True,True,"Counter({'npadvmod': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+100 Chips if played this card of leftmost Joker gains X0.25 Mult,12,2,2,0,1.0,65.97429081881063,True,True,"Counter({'compound': 4, 'nsubj': 1, 'mark': 1, 'ROOT': 1, 'det': 1, 'dobj': 1, 'prep': 1, 'pobj': 1, 'npadvmod': 1})"
Adds the Boss Blind,4,1,1,1,1.0,95.52640002613659,True,True,"Counter({'ROOT': 1, 'det': 1, 'compound': 1, 'dobj': 1})"
X3 Mult when scored,4,1,0,0,1.0,23.202773829105077,True,True,"Counter({'compound': 1, 'ROOT': 1, 'advmod': 1, 'relcl': 1})"
This Joker gains +2 Mult per round,7,1,2,0,1.0,37.4601916885325,True,True,"Counter({'compound': 2, 'det': 1, 'ROOT': 1, 'dobj': 1, 'prep': 1, 'pobj': 1})"
Played cards with Diamond suit changes at end of round,10,1,5,0,1.0,40.124522351372576,True,True,"Counter({'prep': 3, 'pobj': 3, 'compound': 2, 'amod': 1, 'ROOT': 1})"
Adds the shop are discarded,5,2,1,0,1.0,110.19689632104183,True,True,"Counter({'ROOT': 1, 'det': 1, 'nsubjpass': 1, 'auxpass': 1, 'ccomp': 1})"
After 2 when scored,4,1,0,0,1.0,59.029917703432126,True,True,"Counter({'ROOT': 1, 'pobj': 1, 'advmod': 1, 'pcomp': 1})"
Played cards give X2 Mult when scored,7,3,1,0,1.0,35.176185149553426,True,True,"Counter({'amod': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Earn 1 card with Diamond suit gives X2 Mult when scored,11,2,3,0,1.0,52.504701277378125,True,True,"Counter({'compound': 2, 'nmod': 1, 'nummod': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
1 in your full deck at end of round,9,0,3,1,1.0,40.078915616363616,False,True,"Counter({'prep': 3, 'pobj': 3, 'ROOT': 1, 'poss': 1, 'amod': 1})"
Sell this round is defeated,5,2,1,0,1.0,118.89355762272551,True,True,"Counter({'csubjpass': 1, 'det': 1, 'dobj': 1, 'auxpass': 1, 'ROOT': 1})"
1 you have at the right and Celestial Packs in 2 3,12,1,0,2,1.0,101.76391779532446,True,True,"Counter({'prep': 2, 'pobj': 2, 'meta': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'amod': 1, 'cc': 1, 'conj': 1, 'nummod': 1})"
Each played face cards with gaps of sell value to your deck when each Stone card below the same time,20,1,8,1,0.95,105.6117916569072,True,True,"Counter({'prep': 4, 'pobj': 4, 'det': 3, 'compound': 3, 'amod': 2, 'ROOT': 1, 'poss': 1, 'advmod': 1, 'advcl': 1})"
+12 Mult for each give X1.5 Mult when scored,9,2,0,0,0.8888888888888888,45.151036552664905,True,True,"Counter({'compound': 2, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
Create a single 6 5 if played hand played,9,3,1,1,0.8888888888888888,79.6728927382057,True,True,"Counter({'dobj': 2, 'ROOT': 1, 'det': 1, 'amod': 1, 'nummod': 1, 'mark': 1, 'advcl': 1, 'conj': 1})"
Each face card is a Two Pair,7,0,2,0,1.0,72.19127547822876,False,True,"Counter({'det': 2, 'compound': 2, 'nsubj': 1, 'ROOT': 1, 'attr': 1})"
Earn 1 when scored A 9 in 3,8,1,0,0,1.0,82.55940261863564,True,True,"Counter({'ROOT': 1, 'nummod': 1, 'advmod': 1, 'advcl': 1, 'det': 1, 'dobj': 1, 'prep': 1, 'pobj': 1})"
When Small Blind,3,0,0,2,1.0,116.11157490252543,False,True,"Counter({'advmod': 1, 'amod': 1, 'ROOT': 1})"
Retrigger all card to be made with Heart card,9,2,2,0,0.8888888888888888,95.88766897499083,True,True,"Counter({'ROOT': 1, 'det': 1, 'dobj': 1, 'aux': 1, 'auxpass': 1, 'relcl': 1, 'prep': 1, 'compound': 1, 'pobj': 1})"
This Joker gains +1 Mult,5,1,1,0,1.0,39.293943755083795,True,True,"Counter({'compound': 2, 'det': 1, 'ROOT': 1, 'dobj': 1})"
X3 Mult if played card below the ability of the end of a random playing card when any other suit give X1.5 Mult when Boss Blind is scored,28,3,6,2,0.8214285714285714,66.56634180194854,True,True,"Counter({'compound': 4, 'det': 4, 'prep': 3, 'pobj': 3, 'nsubj': 2, 'dobj': 2, 'amod': 2, 'advmod': 2, 'mark': 1, 'ROOT': 1, 'relcl': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1})"
Prevents Death if played without a random playing card Heart suit changes every 5 3 or 8 6 hands,19,2,5,1,1.0,107.68467701861887,True,True,"Counter({'compound': 5, 'det': 2, 'dobj': 2, 'nsubj': 1, 'mark': 1, 'ROOT': 1, 'prep': 1, 'amod': 1, 'pobj': 1, 'nummod': 1, 'punct': 1, 'cc': 1, 'conj': 1})"
X3 Mult per reroll in 6 destroy it to Duplicate a Three of a Kind,15,1,2,0,0.9333333333333333,92.39498102036465,True,True,"Counter({'prep': 3, 'pobj': 3, 'dobj': 2, 'det': 2, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'aux': 1, 'advcl': 1})"
Every played hand contains a Three of a Kind,9,2,2,0,0.8888888888888888,51.57628773420177,True,True,"Counter({'det': 3, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'prep': 1, 'pobj': 1})"
Played cards give +4 Mult for each 1 free,9,2,1,1,1.0,69.7734599161284,True,True,"Counter({'amod': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'prep': 1, 'det': 1, 'pobj': 1, 'advcl': 1})"
+2 hand contains a random Joker,6,1,1,2,1.0,59.30739442275698,True,True,"Counter({'compound': 1, 'nsubj': 1, 'ROOT': 1, 'det': 1, 'amod': 1, 'dobj': 1})"
Each played poker hand contains a Straight,7,2,3,0,1.0,39.799256996998096,True,True,"Counter({'det': 2, 'amod': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1})"
Earn 5 Chips per hand changes at the Boss Blind,10,1,2,1,1.0,104.7644653645985,True,True,"Counter({'prep': 2, 'compound': 2, 'pobj': 2, 'nmod': 1, 'nummod': 1, 'ROOT': 1, 'det': 1})"
X2 Mult when scored,4,1,0,0,1.0,26.70197344443804,True,True,"Counter({'compound': 1, 'ROOT': 1, 'advmod': 1, 'relcl': 1})"
Played face cards with suit give +3 Mult if poker hand triggers,12,2,6,0,1.0,57.265657327457916,True,True,"Counter({'compound': 3, 'nsubj': 2, 'amod': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'mark': 1, 'advcl': 1})"
Played Aces give +3 Mult,5,1,0,0,1.0,64.29134595171323,True,True,"Counter({'compound': 2, 'nsubj': 1, 'ROOT': 1, 'dobj': 1})"
When Blind is destroyed at the deck and +4 Chips when scored,12,2,1,0,0.9166666666666666,62.95517325748751,True,True,"Counter({'advmod': 2, 'nsubjpass': 1, 'auxpass': 1, 'ROOT': 1, 'prep': 1, 'det': 1, 'nmod': 1, 'cc': 1, 'compound': 1, 'pobj': 1, 'advcl': 1})"
+10 Mult per consecutive hand contains a Pair,8,2,2,1,1.0,57.26493236979404,True,True,"Counter({'dobj': 2, 'nsubj': 1, 'prep': 1, 'amod': 1, 'pobj': 1, 'ROOT': 1, 'det': 1})"
This Joker,2,0,1,0,1.0,36.4421294825857,False,True,"Counter({'det': 1, 'ROOT': 1})"
Creates a Tarot card used this run to give X1.5 Mult and Consumable card is added to 20 in hand of required chips self destructs,25,6,6,1,0.92,111.68938242871602,True,True,"Counter({'prep': 3, 'pobj': 3, 'det': 2, 'compound': 2, 'dobj': 2, 'amod': 2, 'conj': 2, 'csubjpass': 1, 'acl': 1, 'aux': 1, 'xcomp': 1, 'dative': 1, 'cc': 1, 'auxpass': 1, 'ROOT': 1, 'nsubj': 1})"
Played cards played hand is selected gain +3 Mult,9,3,3,0,0.8888888888888888,54.85190660336987,True,True,"Counter({'amod': 2, 'nsubj': 1, 'ROOT': 1, 'dobj': 1, 'auxpass': 1, 'npadvmod': 1, 'compound': 1, 'appos': 1})"
All played Ace 2 chance to give 1 in the shop,11,2,2,0,1.0,92.86330558899988,True,True,"Counter({'dobj': 3, 'nsubj': 1, 'ROOT': 1, 'nummod': 1, 'aux': 1, 'acl': 1, 'prep': 1, 'det': 1, 'pobj': 1})"
Uncommon Jokers each round has only 1 free Reroll per round,11,1,2,1,0.9090909090909091,106.97967560748395,True,True,"Counter({'nsubj': 2, 'compound': 1, 'det': 1, 'ROOT': 1, 'advmod': 1, 'nummod': 1, 'amod': 1, 'dobj': 1, 'prep': 1, 'pobj': 1})"
+1 hand contains 3 5 you have,7,2,1,1,1.0,88.47798017041318,True,True,"Counter({'nsubj': 2, 'amod': 1, 'ccomp': 1, 'compound': 1, 'dobj': 1, 'ROOT': 1})"
Earn 2 chance to give X1.5 Mult if you have at end of round,14,2,4,0,1.0,52.48887979377125,True,True,"Counter({'prep': 2, 'pobj': 2, 'nmod': 1, 'nummod': 1, 'ROOT': 1, 'aux': 1, 'acl': 1, 'compound': 1, 'dobj': 1, 'mark': 1, 'nsubj': 1, 'advcl': 1})"
Copies the current Boss Blind is added to the end of the end of round,15,1,4,1,0.7333333333333333,66.32173460196992,True,True,"Counter({'det': 3, 'prep': 3, 'pobj': 3, 'nsubjpass': 2, 'amod': 1, 'compound': 1, 'auxpass': 1, 'ROOT': 1})"
This Joker gains +2 hand gives +13 Mult every round played 1 rank of a Pair,16,2,6,1,1.0,80.00917397372133,True,True,"Counter({'det': 3, 'compound': 3, 'nsubj': 3, 'dobj': 2, 'amod': 1, 'ROOT': 1, 'nummod': 1, 'prep': 1, 'pobj': 1})"
When Blind,2,0,0,1,1.0,84.4303079534433,False,True,"Counter({'advmod': 1, 'ROOT': 1})"
This Joker,2,0,1,0,1.0,36.4421294825857,False,True,"Counter({'det': 1, 'ROOT': 1})"
+30 Chips when scored,4,1,0,0,1.0,47.56528950177108,True,True,"Counter({'compound': 1, 'nsubj': 1, 'advmod': 1, 'ROOT': 1})"
Retrigger first hand contains a Tarot card when scored,9,2,2,1,1.0,40.797803288602516,True,True,"Counter({'nsubj': 1, 'amod': 1, 'appos': 1, 'ROOT': 1, 'det': 1, 'compound': 1, 'dobj': 1, 'advmod': 1, 'advcl': 1})"
+2 Mult per round is selected,6,1,1,0,1.0,80.07832122475438,True,True,"Counter({'nsubjpass': 1, 'dobj': 1, 'prep': 1, 'pobj': 1, 'auxpass': 1, 'ROOT': 1})"
Retrigger each Steel Card that is selected,7,2,0,0,1.0,112.72011704317123,True,True,"Counter({'ROOT': 1, 'det': 1, 'compound': 1, 'dobj': 1, 'nsubjpass': 1, 'auxpass': 1, 'relcl': 1})"
+30 Chips for every Boss Blind,6,0,1,1,1.0,91.89093308313382,False,True,"Counter({'compound': 2, 'ROOT': 1, 'prep': 1, 'det': 1, 'pobj': 1})"
Add 1 hand size reduces by 2 3,8,2,2,0,1.0,119.84723774043495,True,True,"Counter({'nummod': 2, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'conj': 1, 'prep': 1, 'pobj': 1})"
Played cards held in hand played hand contains 3,9,4,3,0,0.7777777777777778,47.48336778282689,True,True,"Counter({'amod': 2, 'nsubj': 1, 'acl': 1, 'prep': 1, 'pobj': 1, 'appos': 1, 'ROOT': 1, 'dobj': 1})"
Each played card in the current Boss Blind is selected create a Kind,13,3,2,1,1.0,75.87302875493565,True,True,"Counter({'det': 3, 'amod': 2, 'nsubjpass': 1, 'prep': 1, 'compound': 1, 'pobj': 1, 'auxpass': 1, 'ROOT': 1, 'xcomp': 1, 'dobj': 1})"
Doubles all cards in final hand,6,0,3,1,1.0,124.27682818061622,False,True,"Counter({'ROOT': 1, 'det': 1, 'appos': 1, 'prep': 1, 'amod': 1, 'pobj': 1})"
Each played Ace and Diamonds counts as the sell value to every Glass Card changes at end of played hand contains a Negative from copy to be made with Club,30,4,7,0,0.9333333333333333,96.84855645224008,True,True,"Counter({'prep': 6, 'pobj': 6, 'det': 3, 'compound': 3, 'conj': 2, 'dobj': 2, 'nsubj': 1, 'ROOT': 1, 'nmod': 1, 'cc': 1, 'amod': 1, 'aux': 1, 'auxpass': 1, 'advcl': 1})"
When Small Blind is added to Mult if all other suit,11,1,1,2,1.0,100.43208104448794,True,True,"Counter({'amod': 2, 'advmod': 1, 'nsubjpass': 1, 'auxpass': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1, 'mark': 1, 'det': 1, 'advcl': 1})"
+2 Chips if played hand contains a random Joker to Duplicate a free Double Tag,15,3,3,3,0.9333333333333333,68.54295682598027,True,True,"Counter({'dobj': 3, 'amod': 3, 'det': 2, 'compound': 1, 'nsubj': 1, 'mark': 1, 'advcl': 1, 'ROOT': 1, 'aux': 1, 'xcomp': 1})"
Played Kings and Queens each Stone card permanently gains +2 Chips for every round has only 1 in scoring Enhanced card suit give +30 Chips when scored,27,7,8,0,0.9259259259259259,88.65441837554562,True,True,"Counter({'dobj': 4, 'nsubj': 3, 'compound': 3, 'advmod': 3, 'amod': 2, 'det': 2, 'prep': 2, 'cc': 1, 'conj': 1, 'appos': 1, 'pobj': 1, 'ccomp': 1, 'pcomp': 1, 'ROOT': 1, 'advcl': 1})"
X2 Mult if played Ace and destroy it and earn 4 2 chance this card used in 3 of a Three of round per card is selected,27,5,4,0,0.8888888888888888,84.55105445590647,True,True,"Counter({'dobj': 4, 'prep': 4, 'pobj': 4, 'compound': 2, 'cc': 2, 'conj': 2, 'det': 2, 'nsubj': 1, 'mark': 1, 'csubjpass': 1, 'nummod': 1, 'acl': 1, 'auxpass': 1, 'ROOT': 1})"
+100 Chips for every time a Kind,7,0,2,0,1.0,70.84818866894923,False,True,"Counter({'det': 2, 'compound': 1, 'nsubj': 1, 'prep': 1, 'pobj': 1, 'ROOT': 1})"
+100 Chips if played card held in your possession at end of lowest ranked card at end of a random Joker,21,3,5,2,0.8095238095238095,68.20274363622967,True,True,"Counter({'prep': 5, 'pobj': 5, 'amod': 3, 'compound': 1, 'nsubj': 1, 'mark': 1, 'ROOT': 1, 'dobj': 1, 'acl': 1, 'poss': 1, 'det': 1})"
Played cards,2,1,1,0,1.0,36.62745935356741,True,True,"Counter({'amod': 1, 'ROOT': 1})"
X0.25 Mult and permanently gains X0.5 Mult when scored,9,2,0,0,0.8888888888888888,72.32064487501722,True,True,"Counter({'compound': 2, 'advmod': 2, 'ROOT': 1, 'cc': 1, 'conj': 1, 'dobj': 1, 'advcl': 1})"
X1 Mult,2,0,0,0,1.0,86.2205085757048,False,True,"Counter({'compound': 1, 'ROOT': 1})"
X2 Mult if all played hand,6,1,1,0,1.0,54.33136764047107,True,True,"Counter({'compound': 1, 'ROOT': 1, 'mark': 1, 'nsubj': 1, 'advcl': 1, 'dobj': 1})"
All Planet cards discarded,4,1,1,0,1.0,128.94209938912633,True,True,"Counter({'det': 1, 'compound': 1, 'nsubj': 1, 'ROOT': 1})"
Each played hand of round,5,1,2,0,1.0,32.82188385523389,True,True,"Counter({'det': 1, 'amod': 1, 'ROOT': 1, 'prep': 1, 'pobj': 1})"
+2 Mult when scored 10 or 4 or 8 to 20 in hand contains a Tarot card at the rank give X1.5 Mult for the same time a Three of,30,3,4,1,0.8666666666666667,82.09061061624587,True,True,"Counter({'prep': 4, 'det': 4, 'compound': 3, 'pobj': 3, 'dobj': 3, 'advcl': 2, 'cc': 2, 'conj': 2, 'quantmod': 2, 'nsubj': 1, 'advmod': 1, 'npadvmod': 1, 'ROOT': 1, 'amod': 1})"
When Small Blind,3,0,0,2,1.0,116.11157490252543,False,True,"Counter({'advmod': 1, 'amod': 1, 'ROOT': 1})"
X4 Mult,2,0,0,0,1.0,82.80999422978526,False,True,"Counter({'compound': 1, 'ROOT': 1})"
This Joker gains X0.25 Mult per consecutive hand to create 2 per consecutive hand contains a random playing card and a Tarot card is selected gain X0.5 Mult for every,30,4,7,3,0.8,69.48532890861559,True,True,"Counter({'compound': 4, 'dobj': 4, 'det': 3, 'prep': 3, 'amod': 3, 'pobj': 3, 'nsubj': 2, 'conj': 2, 'aux': 1, 'advcl': 1, 'ROOT': 1, 'cc': 1, 'auxpass': 1, 'oprd': 1})"
Earn 2 rounds sell this card to give +3 Mult when Boss Blind,13,2,4,1,1.0,76.27250385045954,True,True,"Counter({'nsubj': 2, 'dobj': 2, 'advcl': 2, 'compound': 2, 'nummod': 1, 'ROOT': 1, 'det': 1, 'aux': 1, 'advmod': 1})"
Retrigger all card permanently gains X0.25 Mult if played hand per discard of round begins add double its sell this card,21,6,5,1,0.9523809523809523,80.74942101630026,True,True,"Counter({'dobj': 4, 'advcl': 2, 'prep': 2, 'pobj': 2, 'nsubj': 1, 'appos': 1, 'advmod': 1, 'ROOT': 1, 'compound': 1, 'mark': 1, 'conj': 1, 'amod': 1, 'poss': 1, 'det': 1, 'npadvmod': 1})"
This Joker gains X0.1 Mult for each Stone Card changes every hand contains a free Reroll per unique Planet card when scored,22,3,4,2,0.9545454545454546,61.871174037020516,True,True,"Counter({'det': 4, 'compound': 4, 'nsubj': 2, 'dobj': 2, 'prep': 2, 'pobj': 2, 'amod': 2, 'npadvmod': 1, 'ROOT': 1, 'advmod': 1, 'advcl': 1})"
Go up to create a 1 rank rank of the rank rank give +3 Mult if played cards become Gold cards with a playing your full deck,27,6,7,2,0.8148148148148148,89.2357016174278,True,True,"Counter({'compound': 4, 'det': 3, 'dobj': 3, 'advcl': 2, 'prep': 2, 'pobj': 2, 'amod': 2, 'ROOT': 1, 'prt': 1, 'aux': 1, 'nummod': 1, 'dep': 1, 'mark': 1, 'nsubj': 1, 'attr': 1, 'poss': 1})"
X4 Mult if played,4,1,0,0,1.0,55.63068063213227,True,True,"Counter({'compound': 1, 'nsubj': 1, 'mark': 1, 'ROOT': 1})"
+12 Mult for played 2 additional times poker hand gives X1.5 Mult when any Booster Pack is selected,18,3,3,1,0.9444444444444444,87.93713746581679,True,True,"Counter({'compound': 5, 'amod': 2, 'nsubj': 1, 'prep': 1, 'nummod': 1, 'pobj': 1, 'ROOT': 1, 'dobj': 1, 'advmod': 1, 'det': 1, 'nsubjpass': 1, 'auxpass': 1, 'advcl': 1})"
All played hand contains a Flush,6,2,2,0,1.0,45.7294103095758,True,True,"Counter({'det': 2, 'amod': 1, 'nsubj': 1, 'ROOT': 1, 'dobj': 1})"
This Joker,2,0,1,0,1.0,36.4421294825857,False,True,"Counter({'det': 1, 'ROOT': 1})"
Played cards played hand size in your hand,8,2,4,0,0.75,60.6366609665958,True,True,"Counter({'amod': 1, 'nsubj': 1, 'ROOT': 1, 'compound': 1, 'dobj': 1, 'prep': 1, 'poss': 1, 'pobj': 1})"
Adds double its sell value to create a Tarot card Heart suit,12,2,4,1,1.0,89.67440965454247,True,True,"Counter({'compound': 4, 'dobj': 2, 'ROOT': 1, 'advmod': 1, 'poss': 1, 'aux': 1, 'advcl': 1, 'det': 1})"
Earn 1 card,3,0,2,0,1.0,67.00152481968816,False,True,"Counter({'nmod': 1, 'nummod': 1, 'ROOT': 1})"
