descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
Gana 8 si la mano de póker más jugada,9,1,2,1,1.0,135.4288223176723,True,True,"Counter({'ROOT': 1, 'nsubj': 1, 'mark': 1, 'det': 1, 'obl': 1, 'case': 1, 'nmod': 1, 'advmod': 1, 'amod': 1})"
Este Joker obtiene +2 Mult por cada carta por debajo de el tamaño inicial de la baraja en tu baraja completa al final de la ronda,26,1,6,2,0.8076923076923077,128.89744284408513,True,True,"Counter({'det': 6, 'case': 6, 'nmod': 5, 'fixed': 2, 'amod': 2, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'flat': 1, 'obl': 1})"
Este comodín gana +2 de multiplicador si la mano jugada contiene 3 o menos cartas,15,2,4,1,1.0,89.642299965629,True,True,"Counter({'det': 2, 'nsubj': 2, 'obj': 2, 'ROOT': 1, 'case': 1, 'nmod': 1, 'mark': 1, 'amod': 1, 'advcl': 1, 'nummod': 1, 'cc': 1, 'conj': 1})"
X3 Mult si la mano jugada tiene exactamente 4 cartas,10,1,2,1,1.0,138.11671523405747,True,True,"Counter({'obj': 2, 'ROOT': 1, 'flat': 1, 'mark': 1, 'det': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'advmod': 1})"
+2 fichas por cada carta restante en la baraja,9,0,3,2,1.0,144.20029200586976,False,True,"Counter({'case': 2, 'det': 2, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'amod': 1, 'obl': 1})"
Llegue a tener una deuda de hasta 20,8,2,1,0,1.0,191.0832283902094,True,True,"Counter({'case': 2, 'aux': 1, 'mark': 1, 'ROOT': 1, 'det': 1, 'obj': 1, 'obl': 1})"
Este comodín gana X0.25 Mult por cada carta vendida se reinicia cuando ciega jefe es derrotado,16,3,3,2,1.0,118.37520572948806,True,True,"Counter({'nsubj': 3, 'det': 2, 'flat': 2, 'csubj': 1, 'case': 1, 'obl': 1, 'amod': 1, 'expl:pass': 1, 'ROOT': 1, 'mark': 1, 'aux': 1, 'advcl': 1})"
Hay una probabilidad de 1 entre 4 de que cada 8 jugadas generen una carta del Tarot al abrir cualquier paquete potenciador,22,2,4,1,0.9090909090909091,142.4839283922659,True,True,"Counter({'det': 4, 'obj': 4, 'case': 4, 'nummod': 2, 'mark': 2, 'ROOT': 1, 'compound': 1, 'nsubj': 1, 'acl': 1, 'nmod': 1, 'advcl': 1})"
Este comodín gana +3 fichas por cada descarte restante,9,1,3,1,1.0,100.74146515179919,True,True,"Counter({'det': 3, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'case': 1, 'obl': 1, 'amod': 1})"
+1 descarte cada ronda,4,1,2,0,1.0,164.2341943301454,True,True,"Counter({'nsubj': 1, 'ROOT': 1, 'det': 1, 'obj': 1})"
+4 Mult por cada mano jugada,6,1,1,1,1.0,182.99003782297768,True,True,"Counter({'ROOT': 1, 'flat': 1, 'case': 1, 'det': 1, 'obl': 1, 'amod': 1})"
+4 Multiplicador,2,0,0,1,1.0,180.18881421638,False,True,"Counter({'ROOT': 1, 'flat': 1})"
Multiplicador de 2 si la mano jugada activa la habilidad ciega jefe,12,0,3,2,0.9166666666666666,122.29580393065561,False,True,"Counter({'amod': 3, 'ROOT': 2, 'det': 2, 'appos': 2, 'case': 1, 'nummod': 1, 'mark': 1})"
Multiplicador de 3 si la mano jugada contiene dos pares,10,1,2,1,1.0,68.95617843711594,True,True,"Counter({'nummod': 2, 'ROOT': 1, 'case': 1, 'mark': 1, 'det': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'obj': 1})"
+80 fichas si la mano de póker es una escalera de color crea una carta Espectral,16,1,6,1,0.875,137.04074837937006,True,True,"Counter({'det': 3, 'nsubj': 2, 'case': 2, 'nmod': 2, 'ccomp': 2, 'ROOT': 1, 'mark': 1, 'cop': 1, 'obj': 1, 'appos': 1})"
Este comodín gana +2 de multiplicador si la mano jugada contiene un color,13,2,4,1,1.0,65.43386619584068,True,True,"Counter({'det': 3, 'nsubj': 2, 'obj': 2, 'ROOT': 1, 'case': 1, 'nmod': 1, 'mark': 1, 'amod': 1, 'advcl': 1})"
1 cambio gratuito por tienda,5,0,2,1,1.0,182.08443595160446,False,True,"Counter({'nummod': 1, 'ROOT': 1, 'amod': 1, 'case': 1, 'nmod': 1})"
Las cartas jugadas con categoría par dan +4 de multiplicador al anotar,12,2,4,1,1.0,85.35610686709235,True,True,"Counter({'case': 3, 'amod': 2, 'det': 1, 'nsubj': 1, 'obl': 1, 'ROOT': 1, 'obj': 1, 'nmod': 1, 'advcl': 1})"
+3 descartes por ronda 1 tamaño de mano se reduce en 1 en cada ronda,15,1,5,1,0.8,171.3484816985492,True,True,"Counter({'case': 4, 'det': 2, 'nmod': 2, 'obl': 2, 'nsubj': 1, 'nummod': 1, 'appos': 1, 'expl:pv': 1, 'ROOT': 1})"
Este comodín gana X0.1 Mult por cada carta por debajo de el tamaño inicial de la baraja en tu baraja,20,1,5,1,0.85,128.7668080396802,True,True,"Counter({'det': 5, 'case': 4, 'nsubj': 2, 'obl': 2, 'fixed': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'amod': 1})"
+10 Multiplicador si la mano jugada contiene dos pares,9,1,2,1,1.0,86.632519792505,True,True,"Counter({'ROOT': 1, 'flat': 1, 'mark': 1, 'det': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'nummod': 1, 'obj': 1})"
Este comodín gana X0.25 Mult por cada carta de acero en tu mazo completo,14,1,4,1,1.0,99.56434642691757,True,True,"Counter({'det': 3, 'case': 3, 'nsubj': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'obl': 1, 'amod': 1})"
Este comodín gana X0.2 Mult por cada mano jugada,9,1,2,1,1.0,100.82263468715152,True,True,"Counter({'det': 2, 'nsubj': 2, 'ROOT': 1, 'flat': 1, 'case': 1, 'obl': 1, 'amod': 1})"
Este comodín gana X0.25 Mult cada vez que se agrega una carta de figura que anote puntos y una carta de la suerte se activa con éxito,27,4,8,0,0.8148148148148148,131.7690093382032,True,True,"Counter({'det': 5, 'nsubj': 4, 'obl': 3, 'case': 3, 'expl:pass': 2, 'acl': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1, 'mark': 1, 'obj': 1, 'cc': 1, 'ccomp': 1})"
+20 Multiplicador si la mano jugada contiene un trío,9,2,2,1,1.0,76.04913637902716,True,True,"Counter({'obj': 2, 'det': 2, 'ROOT': 1, 'mark': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1})"
Otorga X0.2 Mult por cada carta descartada,7,1,1,1,1.0,152.0881101037288,True,True,"Counter({'flat': 2, 'ROOT': 1, 'case': 1, 'det': 1, 'nmod': 1, 'amod': 1})"
Si la mano de póker contiene una carta de juego aleatoria con un sello aleatorio,15,1,5,2,0.9333333333333333,150.22844475859145,True,True,"Counter({'det': 3, 'case': 3, 'nmod': 3, 'amod': 2, 'mark': 1, 'nsubj': 1, 'ROOT': 1, 'obj': 1})"
+12 de multiplicador si la mano jugada contiene un color,10,1,4,1,1.0,81.92764419026503,True,True,"Counter({'det': 2, 'ROOT': 1, 'case': 1, 'nmod': 1, 'mark': 1, 'nsubj': 1, 'amod': 1, 'acl': 1, 'obj': 1})"
Cada jugada de 10 o 4 da +10 fichas y +4 multiplicador al anotar,14,2,1,2,1.0,146.35705801460045,True,True,"Counter({'obj': 3, 'case': 2, 'cc': 2, 'conj': 2, 'det': 1, 'nsubj': 1, 'nummod': 1, 'ROOT': 1, 'advcl': 1})"
+2 fichas por cada descarte restante,6,0,2,2,1.0,143.0340686006547,False,True,"Counter({'nsubj': 1, 'ROOT': 1, 'case': 1, 'det': 1, 'obj': 1, 'amod': 1})"
Este comodín obtiene X1 Multi cada 23 23 cartas descartadas,10,1,2,1,0.9,116.75810543557256,True,True,"Counter({'nsubj': 2, 'det': 1, 'ROOT': 1, 'flat': 1, 'nmod': 1, 'obl': 1, 'nummod': 1, 'obj': 1, 'amod': 1})"
+2 de tamaño de mano,5,0,3,0,0.8,139.68443852631506,False,True,"Counter({'case': 2, 'nmod': 2, 'ROOT': 1})"
Este comodín gana X0.1 Mult por cada mano jugada,9,1,2,1,1.0,96.84267365410409,True,True,"Counter({'det': 2, 'nsubj': 2, 'ROOT': 1, 'flat': 1, 'case': 1, 'obl': 1, 'amod': 1})"
Si la mano de póker es una Mano de póker la mano de póker es una Mano de póker la mano de póker es una Mano de póker la mano,30,0,13,0,0.23333333333333334,148.59707910307708,False,True,"Counter({'det': 7, 'case': 6, 'nmod': 6, 'nsubj': 3, 'cop': 3, 'ROOT': 2, 'mark': 1, 'advcl': 1, 'conj': 1})"
+3 de multiplicador al anotar,5,1,1,0,1.0,97.3737864216212,True,True,"Counter({'ROOT': 2, 'case': 2, 'nmod': 1})"
Multiplicador de 4 si la mano de póker más jugada,10,0,2,1,0.9,129.09475828244612,False,True,"Counter({'ROOT': 2, 'case': 2, 'nummod': 1, 'mark': 1, 'det': 1, 'nmod': 1, 'advmod': 1, 'amod': 1})"
Este comodín gana X0.1 Mult cada vez que se usa una carta Planeta,13,2,3,0,1.0,105.32733876795453,True,True,"Counter({'det': 3, 'nsubj': 3, 'obl': 2, 'ROOT': 1, 'flat': 1, 'expl:pass': 1, 'acl': 1, 'appos': 1})"
+50 fichas si la mano jugada contiene un color,9,2,3,1,1.0,78.70722485452109,True,True,"Counter({'nsubj': 2, 'det': 2, 'ROOT': 1, 'mark': 1, 'amod': 1, 'ccomp': 1, 'obj': 1})"
Multiplicador de 2 si la mano jugada contiene un par,10,1,2,1,1.0,74.72257213497004,True,True,"Counter({'det': 2, 'ROOT': 1, 'case': 1, 'nummod': 1, 'mark': 1, 'nsubj': 1, 'amod': 1, 'advcl': 1, 'obj': 1})"
+2 fichas por cada mano consecutiva jugada sin una carta de tarot cuando se selecciona la ciega,17,1,5,3,1.0,145.41217731330113,True,True,"Counter({'case': 3, 'det': 3, 'nsubj': 2, 'amod': 2, 'ROOT': 1, 'obj': 1, 'obl': 1, 'nmod': 1, 'mark': 1, 'expl:pass': 1, 'advcl': 1})"
