descripcion,palabras,verbos,sustantivos,adjetivos,diversidad,perplexity,tiene_verbo,tiene_root,dependencias
Todas las cartas jugadas con figuras jugadas tienen una carta de Tréboles una carta de la mano de póker en la mano de 1 entre 1000 probabilidad de Picas y,30,1,8,2,0.7,61.668292597427325,True,True,"Counter({'case': 8, 'det': 6, 'nmod': 6, 'amod': 2, 'obj': 2, 'nsubj': 1, 'obl': 1, 'ROOT': 1, 'nummod': 1, 'compound': 1, 'punct': 1})"
Cuando se reduce en la ronda,6,1,1,0,1.0,63.20758149806577,True,True,"Counter({'mark': 1, 'expl:pv': 1, 'ROOT': 1, 'case': 1, 'det': 1, 'obl': 1})"
Gana 3 4 cartas Joker de multiplicador al anotar La primera mano jugada contiene una carta espectral aleatoria,18,3,4,4,1.0,81.88962264396555,True,True,"Counter({'amod': 4, 'obj': 3, 'nummod': 2, 'case': 2, 'det': 2, 'nsubj': 1, 'appos': 1, 'nmod': 1, 'advcl': 1, 'ROOT': 1})"
Multiplicador 4 cuando anotan,4,1,0,0,1.0,106.14048138414972,True,True,"Counter({'ROOT': 2, 'nummod': 1, 'mark': 1})"
+4 Mult por descarte de refuerzo,6,1,2,0,1.0,153.10677690176294,True,True,"Counter({'case': 2, 'nmod': 2, 'ROOT': 1, 'flat': 1})"
+2 Mult al azar,4,0,1,0,1.0,133.00486366766197,False,True,"Counter({'ROOT': 1, 'flat': 1, 'case': 1, 'nmod': 1})"
Cada categoría de la mano jugada contiene un sello aleatorio,10,1,3,2,1.0,58.86337011088174,True,True,"Counter({'det': 3, 'amod': 2, 'nsubj': 1, 'case': 1, 'nmod': 1, 'ROOT': 1, 'obj': 1})"
La primera mano,3,0,1,1,1.0,132.82128512559783,False,True,"Counter({'det': 1, 'amod': 1, 'ROOT': 1})"
Cada reina sostenida en 2 si la baraja completa,9,0,2,2,1.0,114.7255088570156,False,True,"Counter({'det': 2, 'amod': 2, 'ROOT': 1, 'case': 1, 'obl': 1, 'mark': 1, 'nmod': 1})"
Los ases jugados dan +31 fichas si la ronda,9,1,3,1,1.0,78.47738423968474,True,True,"Counter({'det': 2, 'obj': 2, 'nsubj': 1, 'amod': 1, 'ROOT': 1, 'mark': 1, 'obl': 1})"
Cada categoría jugado en cada reroll en tu baraja en 6 posibilidades de multiplicador si se agrega permanentemente el palo descartada,21,1,6,2,0.8571428571428571,125.9336354571241,True,True,"Counter({'det': 4, 'case': 4, 'obl': 3, 'amod': 2, 'ROOT': 1, 'nummod': 1, 'nmod': 1, 'mark': 1, 'expl:pass': 1, 'acl': 1, 'advmod': 1, 'nsubj': 1})"
Todas las cartas mejoradas en tu mazo completo,8,0,2,2,1.0,92.32141192777816,False,True,"Counter({'det': 3, 'amod': 2, 'ROOT': 1, 'case': 1, 'nmod': 1})"
+1 descarte si la primera carta de las cartas mejoradas en tu mano con el palo de juego a tener una escalera,22,2,7,2,0.9545454545454546,92.29173435740553,True,True,"Counter({'det': 5, 'case': 4, 'nmod': 4, 'mark': 2, 'amod': 2, 'nsubj': 1, 'ROOT': 1, 'obl': 1, 'acl': 1, 'obj': 1})"
Reactiva todas las próximas 10 8 6 5 3,9,0,0,2,1.0,120.69013747426278,False,True,"Counter({'compound': 4, 'det': 2, 'ROOT': 1, 'amod': 1, 'obl': 1})"
Este comodín gana +4 multiplicador al mazo completo,8,1,3,1,1.0,69.4627355186242,True,True,"Counter({'amod': 2, 'det': 1, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'case': 1, 'obl': 1})"
Hay una carta de mano de venta a tu mano de planetas y se utilizan descartes,16,1,6,0,0.8125,86.27011805859696,True,True,"Counter({'case': 4, 'nmod': 4, 'det': 2, 'ROOT': 1, 'obj': 1, 'cc': 1, 'expl:pass': 1, 'conj': 1, 'nsubj': 1})"
Todas las cartas,3,0,1,0,1.0,65.5491246746802,False,True,"Counter({'det': 2, 'ROOT': 1})"
Las cartas jugadas,3,0,1,1,1.0,43.066769060191405,False,True,"Counter({'det': 1, 'ROOT': 1, 'amod': 1})"
Gana +15 Multiplica cuando se selecciona la ronda,8,1,1,0,1.0,62.77828679367786,True,True,"Counter({'flat': 2, 'ROOT': 1, 'mark': 1, 'expl:pass': 1, 'advcl': 1, 'det': 1, 'nsubj': 1})"
+0 23 cartas jugadas en tu baraja completa,8,1,2,2,1.0,120.12227977631632,True,True,"Counter({'amod': 2, 'ROOT': 1, 'nummod': 1, 'nsubj': 1, 'case': 1, 'det': 1, 'nmod': 1})"
Este Joker incluida,3,1,0,0,1.0,98.75909272546893,True,True,"Counter({'det': 1, 'nsubj': 1, 'ROOT': 1})"
+2 de 3 de multiplicador al mismo palo otorga +8 de la ciega grande obtiene X0.5 Multi cuando quedan 0 descartes al final de venta de mano de Piedra en,30,3,8,1,0.8,111.41255358378594,True,True,"Counter({'case': 8, 'nmod': 5, 'nummod': 3, 'nsubj': 2, 'det': 2, 'obj': 2, 'advcl': 2, 'compound': 1, 'ROOT': 1, 'amod': 1, 'mark': 1, 'obl': 1, 'punct': 1})"
Las cartas de la mano jugada contiene una carta Espectral pueden aparecer varias veces que una probabilidad de mano jugada contiene un trío,23,3,7,2,0.782608695652174,58.325651705059364,True,True,"Counter({'det': 6, 'nsubj': 2, 'case': 2, 'nmod': 2, 'amod': 2, 'obj': 2, 'obl': 2, 'ROOT': 1, 'appos': 1, 'aux': 1, 'conj': 1, 'advcl': 1})"
Todas las cartas jugadas con 4 si tu mano de multiplicador por cada carta sea destruida al final de tarot cuando se reduce en 1 Mult por cada descarte restante,30,2,7,2,0.9,75.42666222892619,True,True,"Counter({'case': 7, 'det': 5, 'obl': 4, 'nmod': 3, 'amod': 2, 'mark': 2, 'ROOT': 1, 'nsubj': 1, 'aux': 1, 'acl': 1, 'expl:pv': 1, 'advcl': 1, 'nummod': 1})"
+15 fichas por mano consecutiva jugada contiene un multiplicador al puntuar 10 8 6 5 fichas cuando ciega,18,4,4,1,0.9444444444444444,109.8087316512749,True,True,"Counter({'obj': 4, 'case': 2, 'advcl': 2, 'compound': 2, 'nsubj': 1, 'csubj': 1, 'amod': 1, 'ROOT': 1, 'det': 1, 'nummod': 1, 'obl': 1, 'mark': 1})"
+1 tamaño de trébol que se utilizan descartes,8,1,4,0,1.0,136.12063307414954,True,True,"Counter({'nmod': 3, 'ROOT': 1, 'case': 1, 'nsubj': 1, 'expl:pass': 1, 'acl': 1})"
Este comodín gana +4 Mult,5,1,1,0,1.0,62.6293441004772,True,True,"Counter({'det': 1, 'nsubj': 1, 'ROOT': 1, 'obj': 1, 'flat': 1})"
Las cartas,2,0,1,0,1.0,45.32198400204328,False,True,"Counter({'det': 1, 'ROOT': 1})"
Permite hacer escaleras de la ronda,6,2,2,0,1.0,74.43118953121837,True,True,"Counter({'ROOT': 1, 'xcomp': 1, 'obj': 1, 'case': 1, 'det': 1, 'nmod': 1})"
Este comodín gana +1 multiplicador de planetas y paquetes celestiales de Joker gana X0.25 Mult por cada reroll en esta carta cambia al anotar,24,4,6,2,0.9166666666666666,91.63441688394768,True,True,"Counter({'case': 5, 'det': 3, 'obj': 3, 'nmod': 3, 'amod': 2, 'advcl': 2, 'nsubj': 1, 'ROOT': 1, 'cc': 1, 'conj': 1, 'flat': 1, 'obl': 1})"
Todas las cartas jugadas ganan 4 posibilidades de mejorar el número de mano jugada sin una carta de multiplicador al final de la mano jugada contiene un par,28,3,9,3,0.8214285714285714,59.70111577759596,True,True,"Counter({'det': 6, 'case': 5, 'nmod': 4, 'amod': 3, 'obj': 3, 'nsubj': 1, 'ROOT': 1, 'nummod': 1, 'mark': 1, 'acl': 1, 'obl': 1, 'advcl': 1})"
Multiplica cuando se ha jugado de la ronda,8,1,1,0,1.0,63.223345616344254,True,True,"Counter({'ROOT': 1, 'mark': 1, 'expl:pv': 1, 'aux': 1, 'advcl': 1, 'case': 1, 'det': 1, 'obl': 1})"
Este comodín obtiene +2 multiplicador al azar,7,1,3,1,1.0,81.34317968491331,True,True,"Counter({'obj': 2, 'det': 1, 'nsubj': 1, 'ROOT': 1, 'amod': 1, 'case': 1})"
+50 fichas al final de juego aleatoria con el palo de X0.25 Mult al final de 10 8 6 destrúyela y consumible al anotar,24,1,5,2,0.7916666666666666,88.81652293134172,True,True,"Counter({'case': 7, 'nmod': 5, 'obj': 2, 'nummod': 2, 'nsubj': 1, 'ROOT': 1, 'amod': 1, 'det': 1, 'flat': 1, 'cc': 1, 'conj': 1, 'advcl': 1})"
Multiplicador si la mano jugada al obtener una escalera,9,1,2,1,1.0,61.979735823926084,True,True,"Counter({'ROOT': 2, 'det': 2, 'mark': 1, 'amod': 1, 'case': 1, 'acl': 1, 'obj': 1})"
+12 de la mano jugada contiene un As y escaleras simples se reinicia cuando se destruya,16,3,3,2,0.9375,89.09044793160707,True,True,"Counter({'det': 2, 'amod': 2, 'advcl': 2, 'nsubj': 1, 'case': 1, 'nmod': 1, 'ROOT': 1, 'obj': 1, 'cc': 1, 'conj': 1, 'expl:pv': 1, 'mark': 1, 'expl:pass': 1})"
Multiplicador de la habilidad del Tarot utilizada en cada ronda,10,0,2,1,1.0,65.90393205421101,False,True,"Counter({'case': 3, 'det': 2, 'ROOT': 1, 'flat': 1, 'nmod': 1, 'amod': 1, 'obl': 1})"
+3 de el doble gratuita,5,0,1,1,1.0,147.33484577894623,False,True,"Counter({'ROOT': 1, 'case': 1, 'det': 1, 'nummod': 1, 'nmod': 1})"
Vende esta tarjeta para desactivar la mano jugada contiene un multiplicador al final de 3 si la mano jugada activa con el palo descartada el palo de mano jugada contiene,30,4,9,4,0.7,58.163387575921384,True,True,"Counter({'det': 6, 'advcl': 4, 'obj': 4, 'amod': 4, 'case': 4, 'nmod': 3, 'mark': 2, 'ROOT': 1, 'nummod': 1, 'nsubj': 1})"
Vende esta carta de póker contiene dos pares,8,2,3,0,1.0,82.6322348782824,True,True,"Counter({'obj': 2, 'advcl': 1, 'det': 1, 'case': 1, 'nmod': 1, 'ROOT': 1, 'nummod': 1})"
Las cartas de figura jugada contiene una carta espectral aleatoria,10,1,3,3,1.0,72.11363908738636,True,True,"Counter({'amod': 3, 'det': 2, 'nsubj': 1, 'case': 1, 'nmod': 1, 'ROOT': 1, 'obj': 1})"
Gana 1 que anote puntos,5,2,1,0,1.0,88.80431359222491,True,True,"Counter({'ROOT': 1, 'nummod': 1, 'nsubj': 1, 'ccomp': 1, 'obj': 1})"
Gana 3 si la mano consecutiva jugada contiene dos pares,10,2,3,1,1.0,59.087849261271806,True,True,"Counter({'nsubj': 2, 'amod': 2, 'ROOT': 1, 'mark': 1, 'det': 1, 'advcl': 1, 'nummod': 1, 'obj': 1})"
+2 multiplicador por cada carta consumible al azar,8,0,3,2,1.0,89.73821313216318,False,True,"Counter({'amod': 2, 'case': 2, 'nmod': 2, 'ROOT': 1, 'det': 1})"
Gana 5 u 8 6 4 cuando anotan puntos,9,1,1,0,1.0,123.69907608233927,True,True,"Counter({'ROOT': 1, 'nummod': 1, 'cc': 1, 'conj': 1, 'nmod': 1, 'appos': 1, 'mark': 1, 'advcl': 1, 'obj': 1})"
Gana 2,2,1,0,0,1.0,113.39984427008892,True,True,"Counter({'ROOT': 1, 'nummod': 1})"
Cada carta del Tarot utilizada en esta tarjeta para siempre +5 Fichas fichas 5 u 8 6 4 Multiplicador de la ronda,22,0,3,3,0.9545454545454546,100.69127210049139,False,True,"Counter({'case': 4, 'det': 3, 'nmod': 3, 'amod': 2, 'obl': 2, 'appos': 2, 'ROOT': 1, 'advmod': 1, 'obj': 1, 'cc': 1, 'conj': 1, 'nummod': 1})"
Añade 1 de póker cambia en la derecha,8,2,2,0,1.0,109.28411622594005,True,True,"Counter({'nsubj': 2, 'case': 2, 'obl': 2, 'ROOT': 1, 'det': 1})"
Reactivar todas las cartas de la mano jugada,8,1,2,1,1.0,48.216723068617135,True,True,"Counter({'det': 3, 'ROOT': 1, 'obj': 1, 'case': 1, 'nmod': 1, 'amod': 1})"
Este comodín gana X0.5 Mult 1 tamaño de picas dan +7 de menor categoría que anote puntos y +4 multiplicador cuando ciega Debe haber espacio,25,4,7,1,0.96,131.76617927666692,True,True,"Counter({'obj': 3, 'conj': 3, 'nsubj': 2, 'nummod': 2, 'case': 2, 'amod': 2, 'aux': 2, 'det': 1, 'ROOT': 1, 'flat': 1, 'nmod': 1, 'xcomp': 1, 'acl': 1, 'cc': 1, 'mark': 1, 'advcl': 1})"
Gana 8 6 4 cartas jugadas,6,1,1,1,1.0,96.99119969237083,True,True,"Counter({'nummod': 2, 'ROOT': 1, 'nmod': 1, 'nsubj': 1, 'amod': 1})"
Multiplicador si la mano de la ronda,7,0,2,0,0.8571428571428571,26.072054394606987,False,True,"Counter({'ROOT': 2, 'det': 2, 'mark': 1, 'case': 1, 'nmod': 1})"
Las tarjetas Gold jugadas,4,0,2,0,1.0,123.5173814720321,False,True,"Counter({'appos': 2, 'det': 1, 'ROOT': 1})"
+12 Multiplicador X1 Multi cuando se selecciona la mano se consideran figuras jugadas generen una escalera,16,3,3,1,0.9375,106.15085315943226,True,True,"Counter({'nsubj': 2, 'flat': 2, 'expl:pass': 2, 'advcl': 2, 'det': 2, 'obj': 2, 'appos': 1, 'mark': 1, 'ROOT': 1, 'amod': 1})"
Multiplicador si la primera carta de multiplicador por cada carta cambia al final de multiplicador al anotar,17,2,5,1,0.7058823529411765,45.0712292671097,True,True,"Counter({'case': 5, 'nmod': 3, 'det': 2, 'ROOT': 1, 'mark': 1, 'amod': 1, 'nsubj': 1, 'acl': 1, 'obl': 1, 'advcl': 1})"
La carta cambia en tu mano consecutiva jugada contiene un color crea 2 3 4 o la ciega omitido en esta tarjeta para desactivar la mano jugada,27,4,7,3,0.8148148148148148,98.41450354613218,True,True,"Counter({'det': 6, 'amod': 4, 'obl': 3, 'nsubj': 2, 'case': 2, 'conj': 2, 'obj': 2, 'nummod': 2, 'ROOT': 1, 'cc': 1, 'mark': 1, 'advcl': 1})"
Multiplica cuando se selecciona Ciega se juega una carta jugada contiene un solo 1 entre 4 cartas jugadas tienen una carta del Tarot utilizada en la mano,27,4,5,3,0.8888888888888888,79.2009403997897,True,True,"Counter({'det': 4, 'amod': 4, 'nsubj': 3, 'case': 3, 'conj': 2, 'obj': 2, 'obl': 2, 'mark': 1, 'expl:pass': 1, 'advcl': 1, 'iobj': 1, 'ROOT': 1, 'nummod': 1, 'nmod': 1})"
Gana 2 cuando se reduce en tu mazo cuando se saca a tu mano jugada contiene un color crea 2 en la ronda,23,5,4,1,0.782608695652174,77.19089841753848,True,True,"Counter({'det': 4, 'obl': 4, 'advcl': 3, 'case': 3, 'mark': 2, 'amod': 2, 'ROOT': 1, 'nummod': 1, 'expl:pv': 1, 'expl:pass': 1, 'obj': 1})"
Multiplicador de figura en esta ronda,6,0,2,0,1.0,64.0378952737737,False,True,"Counter({'case': 2, 'nmod': 2, 'ROOT': 1, 'det': 1})"
Este comodín gana X0.25 Mult,5,1,1,0,1.0,49.66442113361733,True,True,"Counter({'nsubj': 2, 'det': 1, 'ROOT': 1, 'flat': 1})"
X3 Mult,2,0,0,0,1.0,118.25235130159527,False,True,"Counter({'ROOT': 1, 'flat': 1})"
Genera una carta destrúyela y una escalera,7,1,2,0,0.8571428571428571,96.48195507113385,True,True,"Counter({'det': 2, 'ROOT': 1, 'obj': 1, 'flat': 1, 'cc': 1, 'conj': 1})"
Cada jugada sin una carta espectral aleatoria con categoría que una carta de Diamantes cuentan como el palo de Tarot si la ronda,23,1,6,2,0.8695652173913043,84.07590059331457,True,True,"Counter({'det': 5, 'case': 4, 'nmod': 4, 'mark': 3, 'nsubj': 2, 'amod': 2, 'ROOT': 1, 'obj': 1, 'obl': 1})"
